Query,RetrievedDocuments
381, LA101689-0100 LA032590-0089 FT943-9645 FBIS4-67533 FBIS3-6987 FBIS4-3402 FR941006-1-00119 FT911-565 LA022489-0113 FT924-1687 FBIS4-56794 FT924-7590 FBIS3-12692 FBIS3-2393 FR940805-1-00145 LA091090-0108 FT932-10557 LA091190-0092 FR940630-2-00098 LA120190-0006 LA120489-0002 FT911-1304 FBIS4-50952 FBIS3-14751 FT944-18508 FBIS3-59616 LA062190-0049 LA090189-0114 FBIS3-60662 FT933-3955 FBIS4-66893 FT944-8467 FT932-12320 FT934-2085 FBIS4-51098 FBIS4-53440 LA071789-0021 LA101590-0128 LA122689-0047 LA030590-0053 LA101389-0091 LA030389-0179 LA021790-0136 FT931-9636 FT924-8309 FR941121-2-00083 FBIS3-20090 LA122190-0137 LA111590-0011 LA042790-0136 LA102790-0043 LA111890-0135 FBIS4-25977 FBIS4-25124 FT942-6650 LA021289-0010 FT931-13025 FBIS4-27177 FT933-7701 FT922-10117 LA020989-0207 FBIS4-65617 FT924-6878 LA042290-0093 LA081489-0028 LA031390-0145 FBIS4-21249 FBIS4-26678 FBIS4-28388 FT934-7147 FBIS3-5226 LA081990-0087 FT944-9821 FBIS3-45385 FBIS4-62768 FT941-11009 FBIS3-40603 FT921-8402 FT933-334 LA122289-0118 LA092689-0034 FT941-5484 FBIS3-20606 FBIS4-67188 FT941-3869 FT944-17976 LA051389-0023 LA061090-0044 LA090990-0124 FBIS4-57642 FT944-4602 FT941-5606 LA122390-0123 FBIS3-38475 LA011090-0150 FBIS3-23219 FT933-8892 FBIS3-53974 FBIS4-21360 LA021289-0050
382, FT923-6187 LA011089-0005 LA080590-0106 LA052490-0118 FT943-11445 LA121390-0235 LA020190-0043 LA042190-0066 FR941206-1-00004 FT934-14945 LA122490-0040 FBIS4-18916 FBIS4-68801 FBIS3-58366 LA030989-0015 FT923-11593 LA070890-0117 FT911-3109 LA032589-0046 FR940222-0-00026 FT944-6186 FBIS4-2323 FR940413-2-00084 FT921-6603 FT944-14791 FBIS4-37687 FT942-8697 FBIS3-43191 FR940114-0-00046 FR940916-2-00027 FBIS4-20835 FT943-14026 FBIS3-22103 FT923-8178 FBIS4-29162 FT942-10654 FT942-11547 FR940405-1-00077 FT933-3840 FT931-14769 LA090789-0051 LA051490-0021 FBIS4-23470 FT924-8946 FBIS3-9582 FT934-16572 FT943-17076 FR940830-1-00062 FBIS3-19646 FT921-11676 LA010590-0062 FBIS4-21485 LA050489-0037 FT941-12375 FT933-14223 LA092889-0105 FT922-14616 FT923-5715 FBIS4-20345 FT943-12496 FBIS4-67276 FT944-10931 FR940830-2-00025 FT922-1125 FR940223-2-00068 FBIS4-47747 FBIS4-47817 FBIS3-31264 FT921-14780 FR940523-2-00056 FBIS3-41237 FT944-15661 LA110790-0165 FBIS3-59694 FBIS3-30384 FT933-14360 FBIS4-29 FT932-4849 LA082289-0160 LA051590-0032 LA120589-0078 FBIS3-41073 LA052290-0110 FBIS4-2353 FT941-3358 FBIS4-66377 FT934-6233 FBIS4-13611 FBIS3-45909 FBIS3-60000 FT934-8727 FT933-6558 FT933-181 LA062190-0035 FT942-16397 LA082390-0077 FBIS4-38526 FT924-1760 FBIS3-52320 FBIS3-59783
383, FBIS4-28638 LA092589-0101 LA060690-0085 FT932-14880 FBIS4-67135 FBIS4-45563 FBIS4-43756 FT944-2863 FBIS4-65007 FBIS3-41153 FT944-14374 FT933-6600 FT931-15039 LA091990-0149 LA100489-0051 FBIS3-11332 LA120690-0238 LA090889-0170 FT931-1346 LA120589-0141 FBIS4-45871 LA010990-0122 FT942-7356 FR940811-0-00046 FT941-14763 FT933-3574 LA020589-0196 LA042790-0171 LA062090-0064 FR940525-1-00052 FBIS4-36330 LA030989-0104 LA031989-0099 LA080189-0048 FBIS3-53466 FBIS3-61258 FT911-129 FT911-3681 LA082089-0188 FBIS3-41398 LA110790-0031 FBIS3-27094 FT933-8892 FBIS3-8153 LA090289-0054 FBIS4-62743 FBIS3-2849 FT942-2300 FBIS4-48079 FBIS3-60454 FBIS3-10535 FT934-12249 LA092289-0083 FBIS3-13963 FT933-1898 LA072289-0132 FBIS4-12907 FBIS3-21906 LA030290-0149 FBIS4-92 FT941-10378 FT943-5825 LA062689-0056 FBIS3-22514 FBIS3-58442 FT922-7225 FT942-8447 LA053090-0117 LA092190-0004 FBIS3-41406 FT921-11087 FR941222-2-00013 FBIS4-1932 LA081989-0055 FR940810-2-00073 FT923-15483 LA012589-0035 FBIS4-67692 FT924-1255 LA112790-0036 LA102590-0128 FBIS4-53541 FT932-13891 FBIS4-7945 FBIS4-44785 LA022689-0223 LA093090-0178 LA020989-0181 FR940513-2-00272 LA112989-0123 FBIS4-21957 FT934-355 FT922-8566 FBIS4-56409 FR940204-0-00010 LA111090-0011 FBIS3-21514 FT943-10945 LA050789-0176 FBIS4-45596
384, FT922-991 LA081590-0134 LA100589-0213 FBIS3-41298 FBIS4-31149 LA101189-0056 FT921-10515 LA110890-0034 LA051390-0012 LA093090-0190 FBIS4-19128 FBIS4-2431 LA121690-0122 FT923-479 LA040289-0083 FBIS4-62987 LA071590-0177 LA060189-0211 FT942-15456 FT932-4843 FT943-13935 FT931-2736 FBIS4-45612 FBIS3-20852 FT943-11627 FT924-5806 FT944-11183 FT931-10867 FT944-869 LA112589-0127 FT922-1300 FR940105-1-00007 FT931-1806 FR940523-0-00037 FBIS4-67424 FBIS4-45616 FBIS4-54615 FT933-2528 LA062089-0028 FT934-15450 FT911-3396 FBIS3-22624 FT934-17208 FBIS4-13332 FBIS3-35836 FT932-17457 FT921-862 FBIS3-45903 FT934-7973 FT934-17408 FBIS4-47519 LA010790-0049 LA030889-0031 FT922-11169 FBIS4-21899 FT923-14114 FT922-3315 LA032189-0139 FBIS4-68446 FBIS3-1745 LA102190-0224 FT921-7987 LA010590-0091 LA012790-0112 FT933-13576 FBIS4-41733 FBIS4-67017 FBIS3-32110 FBIS4-13739 LA033090-0084 LA071290-0123 FBIS4-68037 FT932-6582 FBIS3-3114 FT943-2636 FT931-15365 FBIS3-61490 FT932-6835 FT942-15429 FT943-4039 FBIS3-2003 LA022689-0217 FT933-6600 FT922-4060 FR940512-2-00052 LA051389-0039 FT934-8727 FBIS3-22216 LA083089-0017 LA080590-0106 FR940811-0-00046 LA111489-0024 FT934-8670 FT942-14645 FBIS4-42744 FT943-3564 LA012089-0137 FT924-13555 FBIS3-57961 FT941-17738
385, FT943-8321 LA020390-0125 LA082789-0135 FR940127-1-00063 LA032789-0053 FBIS4-67422 FT921-3715 LA061690-0005 FT944-4231 FT922-14360 FT942-9866 FBIS3-32487 FT923-4540 FBIS3-60787 FBIS4-3633 FT941-8534 LA122289-0055 FBIS3-4329 LA031990-0020 FT923-12234 FT944-345 FBIS3-11634 FBIS3-19897 LA112290-0050 FR940926-0-00022 LA012589-0100 FT942-14413 FBIS3-59640 FT942-2835 FBIS4-15611 FT943-10839 FT934-1822 FT923-15177 LA033189-0071 FT923-15728 FBIS4-44587 FBIS4-46382 FT943-7131 LA090390-0002 FT933-7821 FT923-8509 FBIS3-23211 FR940621-0-00015 LA111490-0023 FT933-7879 FT923-5749 LA101289-0086 FBIS3-40544 FBIS4-68723 FBIS4-32126 FBIS4-26323 LA122389-0019 LA102690-0099 FT922-1536 FR940902-1-00048 FT923-473 FT923-13456 FT921-4099 FT923-2346 LA072389-0107 LA020589-0045 FT941-4188 FBIS3-25714 LA060789-0060 FT922-13135 LA061790-0068 FBIS4-32904 FT942-6536 FBIS4-24633 FT921-10162 FR940525-0-00016 FR940627-2-00085 FBIS4-20933 FT931-8050 LA090189-0061 FR940603-1-00016 FT944-7723 FT941-17177 FT923-1974 FT932-17126 LA082090-0060 FBIS3-19679 FT933-5693 FBIS3-60336 FBIS3-28810 FT944-11926 LA122889-0008 FT922-9465 FBIS4-56390 LA100189-0053 LA121989-0106 FT942-16602 FT931-16055 FT942-12501 LA012889-0124 FBIS3-40531 LA102390-0050 LA122090-0263 LA112890-0114 FT931-2785
386, LA071889-0028 FBIS3-22624 LA123189-0133 LA111090-0011 FBIS3-61170 FT943-16062 LA121289-0059 FT934-13100 FR940314-1-00047 LA081189-0086 FBIS3-38302 FBIS3-5441 FBIS4-15983 FBIS3-655 FT944-1151 LA043090-0036 LA061889-0195 FT922-12601 FR940617-2-00073 FT941-9344 LA041389-0058 FR940713-2-00184 FBIS4-28810 FT924-3201 LA120689-0152 LA082589-0044 FBIS3-22033 LA031190-0135 LA040489-0106 FBIS4-45280 LA012890-0031 LA061389-0136 FT941-2313 LA052189-0093 FBIS4-47841 FBIS4-63970 FT931-16104 FBIS4-47091 FT933-3956 FT922-4637 FT944-6736 FT942-4327 FBIS4-5423 FBIS4-38029 LA020590-0119 LA061390-0007 FBIS4-37690 FT932-14503 FT944-4001 LA062090-0083 FR940603-0-00008 FBIS4-45631 FBIS4-16866 FBIS3-24653 FBIS4-46177 FT943-11475 FT943-2143 FBIS4-26889 FT921-2778 FT942-1587 FBIS3-26226 FT942-3499 FR940919-2-00012 FT923-3194 FT934-5187 FBIS3-43497 FT942-14958 LA041389-0041 LA011389-0038 FT933-7330 FT933-5518 FBIS4-56687 FT921-8808 LA011490-0163 FBIS4-26774 FBIS3-59490 FBIS4-57524 LA060889-0105 LA042689-0082 FBIS4-21828 LA082690-0025 FR940405-1-00084 LA011390-0057 LA111090-0112 FR940817-2-00240 LA091789-0224 FBIS3-11003 FT931-7470 FBIS3-32239 LA103190-0147 FT942-6763 FBIS3-31047 FBIS3-18825 LA061189-0073 LA082090-0071 LA050589-0065 LA051789-0109 FR940314-1-00041 FT921-13797 LA112790-0036
387, FT922-3309 FBIS3-60248 FBIS4-56605 FT943-14084 LA051190-0117 FBIS3-42753 LA010390-0067 FT942-15017 FT942-11599 FBIS3-3940 LA082590-0096 FT922-260 LA042089-0076 LA020290-0062 FT931-915 FT921-9160 FT932-466 FBIS3-59651 LA031990-0076 FT944-730 FR940325-1-00024 LA123089-0138 LA122890-0015 LA121489-0092 LA060989-0073 FT944-5295 FT941-8656 FR940628-1-00012 FT933-7140 LA032990-0123 FBIS4-5505 LA052589-0055 FBIS3-27097 FBIS3-60425 FT921-8000 LA101690-0001 FT944-18892 LA072990-0210 FBIS3-21760 LA010690-0049 LA110489-0119 FT944-14204 LA021289-0041 LA100889-0064 LA031590-0059 FBIS4-56381 FBIS4-47092 FT933-7708 FBIS3-60180 LA092890-0186 FBIS3-60066 FT924-15580 FR941103-2-00018 FT942-9936 FT944-15826 FT922-14532 FT933-5282 LA060190-0020 LA020390-0041 FR940426-2-00124 FT924-8184 LA060989-0095 FT924-14671 LA012790-0154 LA040190-0220 FBIS4-57088 LA110790-0034 LA032990-0013 FT923-2346 FR940707-2-00107 FR940412-2-00120 FBIS3-10007 FT924-5367 FBIS4-54626 FT943-16510 FBIS4-3639 FBIS4-62610 LA111889-0098 FT933-3164 FT921-5773 FR940523-0-00033 FBIS4-23024 LA102990-0105 LA032790-0141 LA101289-0199 FBIS4-21361 LA030390-0132 LA022389-0042 LA083089-0076 FT932-13546 FT933-3882 LA020389-0026 LA021090-0080 LA110890-0241 FBIS4-20916 FBIS4-1797 FBIS3-10123 FR940208-0-00019 FBIS4-45569 FBIS4-25870
388, FBIS3-51409 FT922-14360 LA051790-0074 FT923-457 FBIS3-41387 FT941-11936 LA070589-0052 FBIS4-23202 FT941-4380 FBIS3-1586 FT932-11692 FBIS3-4042 LA112589-0006 LA070389-0068 LA082490-0135 FBIS4-66443 FT933-16046 LA082090-0060 LA060290-0050 FT924-13797 LA040389-0033 FT942-12826 FR940412-2-00117 LA050390-0111 LA032590-0036 LA051190-0117 FBIS4-43965 FT921-5724 FT924-1888 FBIS3-9553 FBIS4-56449 FT922-3666 FT931-8390 FT933-13657 FT934-17237 LA101590-0128 FBIS4-20981 FR940505-1-00225 LA042689-0030 FT923-1989 FT942-14646 FBIS3-8289 FBIS4-39888 LA012590-0139 FT933-6719 LA030290-0108 FBIS4-25789 FT934-15485 FT923-14441 LA061489-0052 FBIS4-37062 FBIS3-59750 FT921-1306 FT922-2288 FBIS3-27579 LA082189-0009 LA021289-0010 FT942-11079 FT922-8245 LA030390-0016 FBIS4-46251 FBIS3-11210 FBIS3-10551 FBIS4-56390 FBIS3-59654 FBIS3-22693 FBIS3-56306 FBIS3-44900 FR941028-2-00213 LA041489-0079 LA060890-0172 FBIS4-66980 FT921-1808 LA082789-0198 LA052389-0106 FT942-10568 FBIS3-13312 LA060490-0061 FBIS3-20913 FBIS3-52659 FBIS3-20975 FBIS3-58523 LA081889-0147 FBIS4-63332 FT922-11696 LA040590-0119 FR940223-2-00067 LA012190-0120 FBIS3-31046 FR941006-1-00123 FBIS4-11065 FT924-12931 FBIS3-3630 FT923-6382 LA052589-0219 FR941221-1-00033 FT923-7349 LA011189-0088 LA061790-0048 FT922-840
389, FT934-8386 FBIS4-12110 FT922-4030 FBIS3-20666 FT933-6235 FT911-5351 FT944-14862 LA072089-0025 LA042989-0080 FT921-5498 LA052389-0072 FBIS4-10429 LA052089-0081 FBIS3-22094 FBIS3-1745 FT932-9680 FT924-11298 FBIS3-58028 FBIS4-45686 LA011689-0005 FBIS4-59582 LA101989-0013 FT931-10513 FT923-10219 LA041189-0033 LA120290-0220 FT932-17385 FBIS3-32453 FR940414-0-00028 FBIS4-38 FR940622-0-00008 FT922-12839 FT923-9245 FT923-12577 FBIS4-42828 FT934-3051 FBIS3-41744 FR941104-1-00045 LA031490-0142 FR940630-0-00124 LA032390-0113 FT924-7380 FBIS3-22088 FBIS3-33438 LA071890-0110 FT923-4957 LA082890-0051 FT941-10902 FT943-12085 FBIS3-26590 LA062490-0060 FT943-8113 FT942-14587 LA122390-0209 LA030889-0148 FBIS3-42553 FT921-1215 FT933-2354 LA110590-0131 FBIS4-13242 FBIS3-21930 FT941-11360 LA110389-0073 FT944-9398 FT932-9586 FBIS4-37430 FT941-16616 FT943-677 FT933-191 LA092989-0102 LA012090-0003 FBIS4-15821 FBIS3-3189 FBIS4-46230 FBIS4-45625 FBIS3-25921 FT942-15634 FT931-5666 FT924-152 FBIS4-23122 FT941-105 FT944-11953 FT933-14778 LA102390-0018 FBIS4-45871 FT932-4504 FBIS4-65433 LA012690-0112 FBIS4-67281 LA071090-0045 FT923-14708 LA122489-0064 LA051590-0067 FBIS4-44339 FBIS3-34301 FT924-7614 FBIS3-60235 LA081690-0060 LA061690-0005 LA050690-0129
390, FT941-7301 FBIS4-68719 FBIS3-15697 FBIS3-55480 FT933-6126 FT933-11091 FBIS4-67639 LA032290-0139 FT942-15017 FT923-9400 FBIS4-20345 LA071190-0103 FBIS4-6690 LA012990-0046 LA070689-0007 FT941-11128 FT944-7827 FT911-2458 FT932-10557 FBIS4-55009 LA092190-0171 FT942-13340 LA072389-0027 FBIS4-11114 FT934-79 FT923-10115 FBIS3-23033 FBIS3-40351 LA032689-0196 LA121690-0051 LA011890-0173 FBIS4-1797 FR940128-1-00037 FT942-12077 LA011390-0065 LA050189-0046 LA082189-0047 FBIS3-9890 LA011189-0012 LA051889-0015 FBIS3-8594 FBIS4-67079 FBIS4-67741 LA083089-0071 FT932-12054 FBIS3-40377 LA030989-0015 LA080589-0053 FBIS4-3763 LA051590-0032 FBIS3-44870 FT922-4578 LA120290-0085 LA081790-0136 LA082390-0232 FR940303-1-00041 LA010690-0096 LA062190-0015 FBIS3-51359 LA021389-0050 LA042789-0136 FT931-12632 FT921-4820 FT921-7950 LA032690-0025 FT944-1833 FR940104-1-00050 FT944-8105 FBIS4-58297 FT932-12116 LA120789-0024 FT931-11085 FT923-15658 FT933-15573 LA082289-0035 FBIS4-28038 FT922-5642 FBIS3-43166 FR940110-0-00034 FT932-10094 FBIS4-44857 FBIS4-23028 FT944-13927 LA031089-0063 FBIS3-42726 FBIS4-22447 FBIS3-60425 FT921-1903 FBIS4-31149 LA040690-0156 LA050889-0046 FT943-5157 FT943-15565 FT922-3746 FBIS3-4193 FBIS3-10878 FBIS4-14569 FT922-1458 FT932-10997 LA092289-0083
