Query,RetrievedDocuments
381, FT943-10717 FT934-9781 FR940406-2-00072 FT921-6427 FT934-10578 FT931-11085 LA042990-0111 LA081889-0028 FT932-12941 FT923-11708 FT941-10432 FT932-13553 FT921-16224 FR941202-0-00007 FT941-7792 FT922-12251 FR940603-1-00011 FT921-16519 LA032690-0013 FBIS4-53 LA062289-0087 LA090789-0051 LA052189-0141 FT944-14950 FT932-14034 FT941-14109 FT933-16579 FT941-1818 FT931-8380 FBIS3-20050 FT922-15273 LA032590-0031 LA052490-0044 FT942-11872 FT921-5106 LA062890-0193 FT941-14569 LA030989-0197 FT923-11709 FT942-11407 LA122590-0076 LA042089-0009 LA092689-0103 FBIS4-20507 FBIS4-45269 FBIS4-49925 FT944-3990 FT934-11413 FT932-16664 FT934-10949 LA010190-0004 LA051689-0061 LA080290-0179 FR940603-2-00060 FT941-1821 FT943-4983 FT943-45 FT934-15962 FBIS3-61092 FT933-11402 FT943-10045 FT944-8891 FBIS4-67038 FT934-2394 LA061389-0023 FR940902-0-00010 LA070190-0078 FT933-831 FT924-8252 FT941-1738 FT941-1748 LA052090-0218 FT932-13547 LA032289-0112 FBIS3-59750 LA050989-0094 LA052290-0110 FT924-11396 FT911-977 FR940127-1-00076 FR940222-1-00024 FT931-10995 FT911-252 FT932-13558 LA110490-0091 FR941125-2-00021 FT924-4826 FT921-11461 FR940617-2-00072 FT931-11157 LA010990-0070 FT932-12624 FBIS3-11780 FR940812-2-00254 FT931-3778 FR941227-2-00083 FT923-10749 FT932-13550 FT911-1638 FT942-13427
382, LA051890-0016 LA012289-0174 FBIS3-24648 FBIS4-66381 FR940902-0-00010 FT933-11583 LA010690-0049 FT943-6314 FT933-11348 FT944-14715 FBIS3-59553 FT921-236 FT944-15615 FBIS3-59756 FBIS3-59657 FR940223-2-00226 FT922-9599 FT933-4454 FT934-4118 LA040390-0017 LA042090-0043 FT923-14293 FT942-5019 FT924-2358 LA053189-0076 FT943-16162 LA020389-0043 FBIS4-44815 FT923-11292 FT933-14710 LA030690-0156 FT942-15407 FT944-16970 FT943-15023 LA021790-0136 FT932-4770 LA032289-0112 FBIS4-44731 FT921-3525 FBIS4-44700 FBIS4-66443 FT941-11366 FBIS3-60383 FT944-18230 LA090989-0086 FR940111-2-00031 FBIS3-59755 FBIS4-44698 FT933-8358 FT923-9701 FT942-12826 FT933-1526 FT934-7735 FT921-7242 FT921-5259 FR940621-2-00002 FT933-7166 FBIS4-44726 FT933-9877 FBIS3-60689 LA123090-0176 LA012390-0130 FT922-4419 FT933-9420 FR941012-2-00030 FT942-8077 FT933-4450 FT934-5395 LA031290-0101 LA052389-0119 FR940617-2-00038 FT921-8725 FT921-5892 FR940830-2-00026 FT933-10081 FBIS4-20472 FT932-5276 FT922-4461 FT923-10730 FT943-789 FT924-1885 FBIS4-67400 FT942-12748 FT941-9344 LA010690-0096 FT944-18892 FBIS3-24133 FBIS4-38628 FT932-4150 LA092190-0191 FT943-4475 FBIS3-44472 FT933-9240 FBIS4-44913 FT941-39 LA082690-0158 FR940816-2-00009 LA050389-0011 LA042089-0088 FR941128-2-00024
383, FR940816-2-00071 LA041490-0079 FBIS3-22474 LA012690-0047 LA062890-0193 LA062590-0046 FT941-1818 LA090689-0011 LA030190-0191 FT942-16800 FT934-6412 LA030289-0141 LA092889-0230 FT944-17053 LA053089-0010 LA011890-0174 FBIS3-60008 FT931-10995 FT942-16802 LA010189-0161 LA042389-0164 LA101189-0043 LA031289-0053 FT921-5853 FT921-8860 LA120689-0143 LA051190-0078 LA120489-0083 FBIS3-33001 FBIS4-21286 LA081690-0202 LA061289-0017 FBIS3-22591 LA051489-0009 LA092689-0080 LA070690-0177 FT942-14582 LA021989-0084 LA090789-0051 FT941-14569 LA082690-0003 FT944-18093 FT932-13553 LA020890-0085 LA051689-0033 LA032389-0211 LA112089-0015 FT943-7724 LA072889-0102 LA022190-0022 FT943-13305 FT931-8380 FBIS4-45383 FR940525-2-00053 FT923-4690 FT934-6539 FBIS4-45345 LA102589-0075 LA042990-0111 FT932-13133 LA080989-0007 LA111090-0112 FT944-17394 LA110590-0069 LA081889-0014 FR941006-1-00125 LA052290-0103 LA050189-0011 LA041290-0037 LA092990-0004 LA070189-0099 FT923-10650 LA050789-0006 FBIS4-67701 LA032690-0013 FT941-4655 FT921-14498 LA042190-0140 FBIS4-45230 FT934-15056 FT941-10432 FT932-17115 FBIS4-45571 FT924-8252 LA070689-0080 FBIS4-45269 FBIS3-60499 FBIS3-32674 FT941-10250 LA110389-0140 LA110490-0091 FT933-7438 LA121790-0008 FBIS4-66406 FBIS4-45372 FT934-10578 FT931-3854 FT922-7537 FBIS3-33150 FT934-4647
384, LA121589-0192 FBIS3-59901 LA081390-0044 FBIS3-42518 LA042389-0078 FT942-16679 FR940419-2-00017 FBIS4-38628 FT921-3222 FR940817-2-00018 FT933-5505 FBIS3-60383 LA051089-0021 FT943-204 LA021090-0109 FT922-5095 LA101489-0078 FBIS4-44913 FT922-13455 FBIS3-48260 FT921-5383 FT941-4029 FT942-13537 LA083090-0180 FR941116-2-00016 LA062489-0113 LA061690-0015 FT941-10834 LA122990-0029 FBIS3-42544 FBIS3-58514 FBIS3-26589 LA072190-0065 LA111590-0056 FBIS3-61541 FBIS4-16775 LA050390-0140 FBIS3-21022 LA041189-0020 FR940105-2-00091 FT942-7889 FT921-15902 FT944-16304 FBIS3-21150 FBIS3-24065 LA010690-0049 FBIS4-36116 FBIS3-11525 FR941121-2-00083 LA022790-0002 FT921-961 FT923-8931 FBIS4-20507 LA101790-0153 FT922-10458 FT924-3368 FR940913-2-00104 FBIS4-17581 FT922-11525 LA040989-0159 FT934-16572 FBIS4-44655 FT941-4381 LA040590-0149 FR940902-0-00010 FBIS3-59755 FBIS3-21081 FBIS3-56306 FT934-3071 LA091789-0064 FT944-3904 FBIS4-44683 FBIS3-60336 FT944-9355 FBIS4-40468 FR940202-2-00063 LA080289-0014 FBIS4-46590 LA011190-0213 FBIS3-59553 FBIS3-21232 LA071689-0207 FR940513-2-00008 FT922-6286 FT923-12263 LA042990-0004 FBIS3-59693 FT933-10243 FT922-8280 FBIS3-59512 FBIS4-44904 LA060389-0039 FBIS3-39889 FT942-15407 FT922-6399 FT941-15570 FBIS3-59774 FBIS4-11295 FBIS4-23098 FBIS3-20666
385, LA121490-0002 FR940617-2-00038 FBIS3-60384 FT921-1556 LA122289-0034 FBIS4-1244 FT933-8358 FBIS4-44853 FT933-7095 LA012690-0122 FT933-10523 FT933-5924 FT921-3525 FT934-5395 FT933-12086 FT944-16550 FT932-6456 FT942-6389 FT923-11658 LA061490-0075 LA021189-0145 LA041790-0005 LA113090-0099 FBIS4-44726 FT942-4548 FT944-10922 FT932-541 FBIS3-20897 LA020389-0043 LA021189-0138 LA080489-0023 FT921-8808 LA060190-0076 FBIS4-66408 FBIS4-68611 LA100390-0057 LA092690-0034 FT944-3035 FT942-12842 LA101289-0199 FT943-11627 FT923-12263 FBIS3-11568 LA012689-0014 FT944-12691 FT943-5174 FT942-10959 FT941-17187 FT944-6016 LA061090-0142 LA052190-0048 FT923-10244 FR940413-2-00085 FT942-9329 FT933-4206 FBIS4-67596 FT933-9208 LA060790-0130 FBIS3-24648 FT931-4155 FBIS3-24678 FT943-2128 FBIS3-59750 FBIS4-44700 FT934-5888 LA122989-0063 FT944-1301 FT931-13923 LA012589-0008 LA110989-0071 LA010490-0157 LA051689-0048 LA020489-0063 FBIS3-19254 FT933-9672 FR940527-2-00030 LA012390-0130 LA081089-0193 FT932-1508 FBIS4-44698 LA061289-0077 FBIS3-40371 FT922-6286 FT921-5259 FT943-9485 FT933-9877 FBIS3-24041 LA062090-0061 FT933-3164 FT942-12748 FT943-6554 FT934-3071 FT941-17640 FT933-9240 FBIS3-42463 FBIS3-50937 FT922-4414 LA020190-0022 FBIS4-45674 FT941-7083
386, LA111789-0137 LA091089-0146 LA020989-0132 LA083090-0243 LA030290-0149 LA012890-0116 LA092489-0075 LA060290-0115 LA062889-0123 FT942-1411 FT932-4777 FT932-16036 LA082790-0081 FT921-4827 FT944-10618 LA112390-0040 FT942-10229 LA092690-0116 LA122789-0039 LA121089-0085 FT943-16828 FT934-8150 LA090390-0001 FT932-5136 FT934-14058 LA072089-0027 LA032690-0036 FT943-4873 LA111290-0039 LA070390-0137 LA053190-0222 FT932-11721 LA040590-0063 LA030590-0099 FT932-7548 FT911-1893 LA090690-0218 FT941-16721 FBIS4-66261 LA102690-0163 FT911-5058 FT944-16265 FT932-5529 LA111489-0024 FT942-10568 FT944-10308 FT921-2818 FT944-10257 FT931-4713 LA101890-0207 FT943-14332 LA020289-0184 LA071390-0139 FT924-10422 FT932-9552 FBIS4-48308 FT944-14394 LA102790-0129 LA080290-0179 LA031689-0164 LA022789-0012 FT924-1054 LA052189-0141 LA012290-0055 LA061789-0140 LA110890-0095 LA010589-0068 LA010589-0059 FT942-9445 FT924-10424 LA022390-0069 LA071689-0171 FBIS3-60450 FT931-14358 LA120189-0181 FT921-3358 FR940610-2-00228 FT942-11555 FT911-2266 LA113090-0004 FT924-11690 FT944-8046 FT934-2210 LA061889-0131 LA042789-0099 FT932-14272 FT924-15553 LA120589-0120 LA093090-0112 LA011689-0001 FT933-3212 FT944-16270 FT924-5006 FR941219-2-00053 LA050490-0082 FBIS4-51839 FT932-7507 FT941-17525 FT932-6486 FT944-12037
387, FT943-1905 FR940513-2-00192 FT942-11407 LA073190-0122 FBIS4-26675 FT924-14473 FBIS4-25311 FBIS4-46046 FBIS3-24658 FBIS4-52218 LA061090-0142 FR940304-1-00051 FR941026-2-00014 LA102189-0060 FR940414-2-00026 FT924-14027 LA111990-0093 FBIS4-20473 FBIS3-22780 FBIS3-21515 LA082289-0160 FBIS3-59756 FT941-14188 LA092689-0103 FT932-2384 FT931-4449 FBIS3-22192 FT932-11168 FT944-13927 FBIS4-20472 FBIS4-54626 FBIS4-21613 FR940111-2-00031 FT922-5118 FT922-5108 FR940413-2-00085 FBIS3-41050 LA050990-0033 LA123090-0176 FBIS3-21198 FT921-8000 LA051290-0016 FT924-9967 FBIS3-22237 FT942-8697 LA050789-0159 LA121789-0234 FT933-13510 FT944-3749 LA050290-0100 FR940324-2-00034 LA081990-0087 LA050689-0077 FBIS4-67377 FT932-14880 LA111189-0078 FT933-15821 FT922-9228 FBIS4-2216 LA072790-0152 FBIS4-44914 FR940114-2-00172 FBIS4-20871 FT921-4212 FBIS4-19 FR940413-2-00074 FT942-16602 FBIS4-57381 FBIS3-20852 FT922-4816 LA080389-0074 FBIS4-20507 FT921-8725 LA012289-0087 FR940317-1-00213 FBIS4-45370 FT922-8460 FBIS4-44913 FT921-2827 FT931-6705 FT943-15469 LA091789-0064 FBIS4-45134 FT924-10142 FR940318-0-00152 LA010790-0169 LA111890-0124 FR940610-2-00073 FBIS3-59698 LA110389-0007 FT934-2245 FBIS4-68757 LA100189-0095 FBIS4-67454 FT921-11461 FT941-12375 FBIS4-27364 FR940617-2-00076 LA051290-0103 FBIS3-21150
388, FT944-2039 FR940513-2-00192 FT932-6456 FT942-11860 LA111889-0098 LA050390-0140 FT921-3692 FT922-4175 FT922-7829 FR940324-2-00034 FT942-12147 FBIS4-51264 FR940804-2-00061 FT923-14241 FT942-3993 FR940414-2-00026 FT944-15765 FT934-5577 FBIS3-59755 FR940727-0-00009 FBIS3-61405 FT922-12721 FT922-5108 LA050290-0066 FR940621-2-00002 FBIS3-24065 LA122389-0118 FR940318-2-00040 FT931-10308 FT922-8460 LA032289-0112 FR940223-2-00243 FBIS4-48061 FT942-2017 FR940405-2-00041 FR940119-1-00030 LA121789-0116 FBIS4-20472 LA020589-0188 FT922-11384 FT911-2897 FT933-1187 FT944-16550 FT923-12432 FT911-2821 FT941-12089 FBIS3-60307 FBIS3-41507 LA041790-0025 FR940405-2-00006 LA121089-0232 FT944-2343 FT943-15995 FT941-11128 FBIS3-33324 FR940525-1-00002 FR940524-2-00030 FT911-1483 LA030389-0171 FR940527-2-00199 FR941028-2-00014 FT922-9228 FBIS3-3016 FT942-2406 FR941011-2-00024 FR940419-2-00004 FR940817-2-00253 FBIS3-23781 LA072389-0087 FBIS4-48034 LA031589-0075 FT941-2555 FBIS4-24483 FT932-14880 LA041689-0151 FR940721-2-00028 LA110990-0017 LA050290-0094 FBIS4-10668 FR940527-2-00030 FBIS3-59512 FBIS4-45607 FBIS4-2040 FT942-4204 FBIS3-61541 FT921-9394 FT933-3607 FT941-3421 LA021190-0042 FR940713-1-00030 FR940527-2-00016 FT934-8008 FBIS4-67450 FBIS4-66382 FBIS3-32249 FT911-4197 FT942-6579 FR940412-2-00003 FBIS3-24021 FR940314-0-00049
389, LA112689-0194 LA061690-0015 FBIS3-41071 FT931-16885 FT943-13649 FR940720-2-00025 FT932-11918 FT924-6636 FBIS4-68363 FT911-4842 LA083189-0175 FBIS4-19393 FT941-4196 LA102690-0187 LA010990-0112 FT932-5610 FBIS3-58007 FT911-2451 FBIS3-21514 LA071090-0045 FBIS3-58037 FT941-10834 FT944-6054 FT933-9676 FT921-9621 FT941-14908 LA061089-0068 FBIS3-4506 FBIS3-19057 LA052190-0064 FBIS4-20517 FBIS3-6286 FT941-6914 FR941031-2-00050 FR940902-0-00010 FBIS3-23782 FT933-453 FBIS4-66382 FBIS3-32470 FT923-15285 LA113089-0094 LA040590-0063 FBIS4-28351 FT934-13364 FT922-3845 FBIS3-47874 FT944-8135 FBIS4-66895 FR940902-0-00008 FT933-265 LA091790-0043 LA041489-0087 FT941-10189 FT932-2652 FT941-13196 FT933-7146 LA083089-0069 FT924-7398 LA081490-0141 FBIS3-43194 FBIS3-32674 LA102390-0018 LA041689-0151 LA071989-0125 FT923-8931 LA092589-0082 FR940711-2-00018 FBIS4-9733 FBIS3-41298 FT934-13319 LA072790-0156 LA121589-0046 FT944-9537 LA021590-0204 FBIS4-60255 FBIS4-52487 LA011289-0182 FT932-2384 LA050889-0046 FBIS4-34510 LA112089-0024 FR941102-1-00122 LA081890-0090 FBIS4-7278 FBIS4-22286 FBIS4-45434 FR940516-0-00056 LA082390-0236 FBIS3-7295 FBIS4-44726 FT944-6336 FT921-3700 FT932-5346 FBIS4-45269 FBIS4-11710 LA102290-0109 FBIS4-14319 FBIS3-42965 LA121289-0059 FBIS3-9994
390, LA041790-0016 LA051890-0168 LA120490-0138 FBIS4-45596 LA101890-0011 FR940204-0-00008 FBIS4-21213 FR941222-2-00135 FBIS3-21945 FT921-7658 FT941-10432 FR940812-2-00254 FT932-13546 FT942-13543 FT931-149 FR940922-0-00048 FT941-14569 FR940525-1-00078 FBIS3-21769 FT943-14026 FT923-437 FR940516-2-00056 LA030789-0047 FBIS4-67250 LA020390-0152 LA050989-0094 FT931-7002 FBIS4-56693 FBIS3-21891 LA012589-0022 FT931-3778 LA060289-0040 LA110790-0052 LA100690-0057 FT943-2337 FT934-13202 FT932-12403 FT933-9287 FBIS4-56850 FT924-4826 FBIS3-41406 FR941202-0-00007 FT941-12787 FT944-15268 FT942-2835 FBIS3-33150 FBIS3-41345 FT941-1820 FBIS4-45369 FT941-1824 FT922-3792 FT933-8376 FT943-16477 FBIS4-67036 FT934-6311 LA021690-0049 FBIS4-40104 FT942-11804 LA110989-0224 LA081890-0006 FT932-13553 FT922-2196 FT931-9959 LA050789-0006 LA021389-0077 FR940112-2-00082 FT932-5377 FT941-12043 LA110890-0095 FT941-10753 FBIS3-42097 FT933-4021 FBIS4-45458 FBIS3-10721 FBIS3-61250 FT941-3993 FT923-3560 FT942-13427 FT911-977 FBIS3-49567 FT932-13547 LA083189-0124 FR940314-1-00053 FT932-13564 FT934-15831 FBIS3-21943 FT923-11709 FT932-12941 FT943-13305 FBIS4-45330 FR940418-2-00148 FT943-12794 FBIS4-67286 FT944-10432 FBIS4-67184 FT944-3780 FBIS3-35431 FT921-5687 LA051689-0033 LA052290-0110
