Query,RetrievedDocuments
40001.query, VOM19980604.0700.0157 VOM19980604.0730.0077 VOM19980302.0700.1233 VOM19980630.0900.0105 VOM19980630.0700.0238 VOM19980630.0730.0191 VOM19980221.0700.2442 VOM19980319.0900.2928 VOM19980228.0700.2757 VOM19980531.0700.0235 VOM19980531.0730.0076 VOM19980524.0730.0031 VOM19980524.0700.0192 VOM19980228.0700.2616 VOM19980403.0900.2613 VOM19980305.0900.0413 VOM19980228.0700.2873 VOM19980220.0900.2583 VOM19980319.0900.2782 VOM19980404.0700.0406 VOM19980222.0700.0448 VOM19980225.0900.1428 VOM19980403.0900.2349 VOM19980403.0900.0431 VOM19980223.0900.2973 VOM19980604.0700.0197 VOM19980604.0730.0037 VOM19980604.0900.0044 VOM19980225.0900.2949 VOM19980403.0900.0619 VOM19980304.0900.0509 VOM19980404.0700.1061 VOM19980226.0900.3443 VOM19980604.0700.0126 VOM19980316.0900.2774 VOM19980226.0900.2027 VOM19980327.0900.1545 VOM19980312.0900.2408 VOM19980225.0900.0714 VOM19980315.0700.1383 VOM19980304.0900.1406 VOM19980303.0900.2177 VOM19980223.0900.2779 VOM19980504.0900.0230 VOM19980609.0700.0492 VOM19980521.0900.0177 VOM19980504.0700.0456 VOM19980509.0730.0002 VOM19980403.0900.0173 VOM19980220.0700.1159
40002.query, VOM19980220.0700.0166 VOM19980220.0700.0221 VOM19980220.0700.0265 VOM19980220.0700.0321 VOM19980220.0700.0359 VOM19980220.0700.0391 VOM19980220.0700.0448 VOM19980220.0700.0487 VOM19980220.0700.0521 VOM19980220.0700.0559 VOM19980220.0700.0620 VOM19980220.0700.0672 VOM19980220.0700.0707 VOM19980220.0700.0772 VOM19980220.0700.0874 VOM19980220.0700.1055 VOM19980220.0700.1159 VOM19980220.0700.1297 VOM19980220.0700.1448 VOM19980220.0700.1861 VOM19980220.0700.2208 VOM19980220.0700.2656 VOM19980220.0700.2814 VOM19980220.0700.2956 VOM19980220.0700.3153 VOM19980220.0700.3434 VOM19980220.0900.0190 VOM19980220.0900.0259 VOM19980220.0900.0292 VOM19980220.0900.0330 VOM19980220.0900.0387 VOM19980220.0900.0424 VOM19980220.0900.0473 VOM19980220.0900.0496 VOM19980220.0900.0859 VOM19980220.0900.1197 VOM19980220.0900.1332 VOM19980220.0900.1815 VOM19980220.0900.1880 VOM19980220.0900.1907 VOM19980220.0900.1940 VOM19980220.0900.1979 VOM19980220.0900.2019 VOM19980220.0900.2053 VOM19980220.0900.2076 VOM19980220.0900.2138 VOM19980220.0900.2343 VOM19980220.0900.2583 VOM19980220.0900.2967 VOM19980220.0900.3154
40003.query, VOM19980220.0700.1159 VOM19980316.0900.2774 VOM19980222.0700.0448 VOM19980616.0730.0180 VOM19980226.0900.3196 VOM19980616.0900.0100 VOM19980630.0730.0136 VOM19980620.0700.0040 VOM19980404.0700.0676 VOM19980619.0700.0040 VOM19980404.0700.0406 VOM19980225.0900.2949 VOM19980403.0900.0619 VOM19980404.0700.1061 VOM19980614.0700.0302 VOM19980403.0700.0129 VOM19980602.0900.0193 VOM19980312.0900.2408 VOM19980326.0900.1939 VOM19980403.0900.2034 VOM19980327.0900.1545 VOM19980511.0730.0066 VOM19980221.0700.2690 VOM19980222.0700.1986 VOM19980403.0900.0124 VOM19980618.0700.0187 VOM19980223.0700.2728 VOM19980614.0730.0231 VOM19980620.0730.0003 VOM19980315.0700.2184 VOM19980223.0700.0562 VOM19980403.0900.3074 VOM19980326.0900.2164 VOM19980326.0700.2359 VOM19980619.0900.0076 VOM19980515.0700.0434 VOM19980428.0900.0080 VOM19980619.0730.0076 VOM19980403.0900.3300 VOM19980509.0700.0043 VOM19980226.0900.2027 VOM19980521.0700.0039 VOM19980222.0700.0302 VOM19980319.0700.0452 VOM19980616.0700.0538 VOM19980403.0700.1169 VOM19980511.0700.0105 VOM19980220.0700.2208 VOM19980410.0900.0241 VOM19980325.0900.3063
40004.query, VOM19980630.0730.0002 VOM19980630.0900.0005 VOM19980630.0700.0032 VOM19980220.0900.1197 VOM19980623.0900.0051 VOM19980314.0700.1261 VOM19980316.0900.2774 VOM19980627.0700.0022 VOM19980404.0700.0676 VOM19980403.0700.0727 VOM19980403.0900.2349 VOM19980319.0700.1102 VOM19980528.0900.0135 VOM19980317.0700.0723 VOM19980302.0900.0871 VOM19980404.0700.1295 VOM19980403.0900.0619 VOM19980222.0700.0448 VOM19980319.0900.2245 VOM19980220.0900.2583 VOM19980404.0700.2918 VOM19980220.0900.2343 VOM19980305.0700.0763 VOM19980225.0900.0714 VOM19980302.0700.2334 VOM19980403.0900.1729 VOM19980314.0700.0818 VOM19980303.0900.1169 VOM19980627.0730.0001 VOM19980403.0700.1169 VOM19980327.0900.2955 VOM19980226.0900.2027 VOM19980303.0700.1291 VOM19980221.0700.2690 VOM19980305.0900.1046 VOM19980305.0900.1306 VOM19980319.0700.2536 VOM19980305.0900.2335 VOM19980403.0900.0987 VOM19980326.0700.1793 VOM19980225.0700.0999 VOM19980326.0700.1374 VOM19980319.0700.0722 VOM19980319.0700.2278 VOM19980304.0900.0509 VOM19980326.0700.2933 VOM19980403.0700.1612 VOM19980227.0900.1346 VOM19980222.0700.1274 VOM19980317.0700.0924
40005.query, VOM19980220.0700.0166 VOM19980220.0700.0221 VOM19980220.0700.0265 VOM19980220.0700.0321 VOM19980220.0700.0359 VOM19980220.0700.0391 VOM19980220.0700.0448 VOM19980220.0700.0487 VOM19980220.0700.0521 VOM19980220.0700.0559 VOM19980220.0700.0620 VOM19980220.0700.0672 VOM19980220.0700.0707 VOM19980220.0700.0772 VOM19980220.0700.0874 VOM19980220.0700.1055 VOM19980220.0700.1159 VOM19980220.0700.1297 VOM19980220.0700.1448 VOM19980220.0700.1861 VOM19980220.0700.2208 VOM19980220.0700.2656 VOM19980220.0700.2814 VOM19980220.0700.2956 VOM19980220.0700.3153 VOM19980220.0700.3434 VOM19980220.0900.0190 VOM19980220.0900.0259 VOM19980220.0900.0292 VOM19980220.0900.0330 VOM19980220.0900.0387 VOM19980220.0900.0424 VOM19980220.0900.0473 VOM19980220.0900.0496 VOM19980220.0900.0859 VOM19980220.0900.1197 VOM19980220.0900.1332 VOM19980220.0900.1815 VOM19980220.0900.1880 VOM19980220.0900.1907 VOM19980220.0900.1940 VOM19980220.0900.1979 VOM19980220.0900.2019 VOM19980220.0900.2053 VOM19980220.0900.2076 VOM19980220.0900.2138 VOM19980220.0900.2343 VOM19980220.0900.2583 VOM19980220.0900.2967 VOM19980220.0900.3154
40006.query, VOM19980319.0900.2782 VOM19980319.0900.2504 VOM19980221.0700.2442 VOM19980319.0900.2928 VOM19980531.0730.0076 VOM19980228.0700.2757 VOM19980524.0700.0192 VOM19980630.0730.0091 VOM19980630.0700.0238 VOM19980630.0730.0191 VOM19980630.0900.0105 VOM19980524.0730.0031 VOM19980302.0700.1233 VOM19980531.0700.0235 VOM19980220.0900.2583 VOM19980228.0700.2616 VOM19980223.0900.2973 VOM19980604.0700.0157 VOM19980403.0900.2613 VOM19980304.0900.0509 VOM19980604.0730.0077 VOM19980302.0700.0653 VOM19980228.0700.2873 VOM19980225.0900.1428 VOM19980305.0900.0413 VOM19980315.0700.1383 VOM19980403.0900.0619 VOM19980305.0700.0763 VOM19980604.0700.0197 VOM19980604.0730.0037 VOM19980604.0900.0044 VOM19980317.0900.0757 VOM19980604.0700.0126 VOM19980521.0900.0177 VOM19980226.0900.3443 VOM19980317.0900.1561 VOM19980316.0900.2774 VOM19980302.0700.3216 VOM19980222.0700.0448 VOM19980319.0700.0722 VOM19980303.0900.2177 VOM19980326.0900.0576 VOM19980404.0700.2399 VOM19980305.0900.0814 VOM19980403.0700.1724 VOM19980521.0700.0039 VOM19980226.0900.2027 VOM19980224.0900.2345 VOM19980403.0900.2349 VOM19980224.0900.0912
40007.query, VOM19980319.0900.2782 VOM19980319.0900.2504 VOM19980319.0900.2928 VOM19980403.0900.2613 VOM19980302.0700.1233 VOM19980220.0900.2583 VOM19980531.0730.0076 VOM19980531.0700.0235 VOM19980304.0900.0509 VOM19980228.0700.2616 VOM19980623.0900.0051 VOM19980228.0700.2873 VOM19980221.0700.2442 VOM19980604.0700.0126 VOM19980228.0700.2757 VOM19980403.0900.2349 VOM19980226.0900.2027 VOM19980223.0900.2973 VOM19980225.0700.0999 VOM19980223.0900.2779 VOM19980317.0700.0156 VOM19980524.0730.0031 VOM19980524.0700.0192 VOM19980315.0700.0844 VOM19980223.0700.1993 VOM19980314.0700.1261 VOM19980317.0700.0723 VOM19980302.0700.0653 VOM19980225.0900.1428 VOM19980630.0700.0238 VOM19980630.0730.0191 VOM19980630.0900.0105 VOM19980319.0900.3468 VOM19980403.0900.0619 VOM19980326.0700.2112 VOM19980604.0730.0077 VOM19980305.0900.0492 VOM19980222.0700.0448 VOM19980319.0700.1102 VOM19980303.0900.1646 VOM19980302.0900.1412 VOM19980604.0700.0039 VOM19980404.0700.0676 VOM19980604.0700.0157 VOM19980325.0900.1458 VOM19980327.0900.1545 VOM19980306.0700.0726 VOM19980624.0700.0044 VOM19980305.0900.2594 VOM19980627.0700.0205
40008.query, VOM19980315.0700.2184 VOM19980314.0700.0275 VOM19980314.0700.1946 VOM19980630.0730.0136 VOM19980224.0700.0588 VOM19980403.0900.2034 VOM19980403.0700.0129 VOM19980403.0900.0124 VOM19980506.0700.0208 VOM19980403.0900.3300 VOM19980624.0700.0288 VOM19980222.0700.0448 VOM19980220.0700.1159 VOM19980521.0700.0039 VOM19980404.0700.0676 VOM19980325.0900.2916 VOM19980404.0700.1061 VOM19980316.0900.3433 VOM19980319.0700.2536 VOM19980303.0700.1291 VOM19980614.0700.0302 VOM19980302.0700.3021 VOM19980302.0700.2840 VOM19980602.0900.0193 VOM19980619.0700.0040 VOM19980403.0900.0619 VOM19980301.0700.0358 VOM19980614.0730.0231 VOM19980403.0900.3074 VOM19980620.0700.0040 VOM19980223.0700.2728 VOM19980228.0700.0268 VOM19980527.0700.0042 VOM19980624.0700.0434 VOM19980616.0730.0180 VOM19980623.0700.0039 VOM19980616.0900.0100 VOM19980222.0700.0302 VOM19980404.0700.1788 VOM19980404.0700.0406 VOM19980223.0700.0562 VOM19980430.0900.0001 VOM19980302.0900.0510 VOM19980504.0700.0268 VOM19980623.0730.0001 VOM19980504.0730.0100 VOM19980403.0700.0259 VOM19980530.0700.0260 VOM19980527.0900.0008 VOM19980626.0700.0131
40009.query, VOM19980220.0700.0166 VOM19980220.0700.0221 VOM19980220.0700.0265 VOM19980220.0700.0321 VOM19980220.0700.0359 VOM19980220.0700.0391 VOM19980220.0700.0448 VOM19980220.0700.0487 VOM19980220.0700.0521 VOM19980220.0700.0559 VOM19980220.0700.0620 VOM19980220.0700.0672 VOM19980220.0700.0707 VOM19980220.0700.0772 VOM19980220.0700.0874 VOM19980220.0700.1055 VOM19980220.0700.1159 VOM19980220.0700.1297 VOM19980220.0700.1448 VOM19980220.0700.1861 VOM19980220.0700.2208 VOM19980220.0700.2656 VOM19980220.0700.2814 VOM19980220.0700.2956 VOM19980220.0700.3153 VOM19980220.0700.3434 VOM19980220.0900.0190 VOM19980220.0900.0259 VOM19980220.0900.0292 VOM19980220.0900.0330 VOM19980220.0900.0387 VOM19980220.0900.0424 VOM19980220.0900.0473 VOM19980220.0900.0496 VOM19980220.0900.0859 VOM19980220.0900.1197 VOM19980220.0900.1332 VOM19980220.0900.1815 VOM19980220.0900.1880 VOM19980220.0900.1907 VOM19980220.0900.1940 VOM19980220.0900.1979 VOM19980220.0900.2019 VOM19980220.0900.2053 VOM19980220.0900.2076 VOM19980220.0900.2138 VOM19980220.0900.2343 VOM19980220.0900.2583 VOM19980220.0900.2967 VOM19980220.0900.3154
40010.query, VOM19980327.0900.1545 VOM19980404.0700.0676 VOM19980326.0700.2359 VOM19980404.0700.1061 VOM19980326.0900.2164 VOM19980225.0900.2949 VOM19980220.0700.1159 VOM19980222.0700.0448 VOM19980316.0900.2774 VOM19980428.0900.0080 VOM19980221.0700.2690 VOM19980302.0700.3552 VOM19980403.0900.2034 VOM19980403.0700.1169 VOM19980403.0900.0124 VOM19980326.0900.1939 VOM19980403.0700.0129 VOM19980404.0700.0406 VOM19980403.0700.1459 VOM19980316.0900.3018 VOM19980222.0700.2148 VOM19980403.0900.0619 VOM19980226.0900.3196 VOM19980403.0900.0431 VOM19980223.0700.0562 VOM19980222.0700.1986 VOM19980620.0700.0040 VOM19980530.0700.0318 VOM19980530.0730.0166 VOM19980515.0730.0248 VOM19980621.0700.0052 VOM19980621.0730.0001 VOM19980511.0730.0066 VOM19980515.0900.0164 VOM19980403.0900.3300 VOM19980226.0900.2027 VOM19980616.0730.0180 VOM19980305.0900.2335 VOM19980616.0900.0100 VOM19980505.0700.0384 VOM19980325.0900.3063 VOM19980315.0700.2184 VOM19980319.0900.0364 VOM19980511.0900.0039 VOM19980325.0900.0905 VOM19980317.0900.2819 VOM19980515.0700.0434 VOM19980511.0700.0105 VOM19980319.0700.0452 VOM19980403.0900.3074
